Clade	Species	TaxId	Phylum	Class	Order	Family	Accession_assembly	BUSCO_Duplicate	Unified_Cvalues_methods	N_markers	dN_gccons	dS_gccons	dNdS_gccons	dNdS	dS	dN	BodyLength_cm	Source_BodyLength	BasalMetRate_mLO2hr_pantheria	AgeatFirstBirth_d_pantheria	PopulationDensity_nperkm2_pantheria	PopulationGrpSize_pantheria	MaxLongevity_y	Source_MaxLongevity	Mass_g	Source_mass	Metabolic_rate_w	Source_metabolic_rate	SexMaturity_d	Source_SexMaturity	DepthRangeShallow	DepthRangeDeep	DepthRange	BodyLenght_cm_log	MaxLongevity_y_log	Mass_g_log	Overall_repeat_bp	Overall_repeat_gsperc	dnaPT_DNA_bp	dnaPT_DNA_gsperc	dnaPT_RC_bp	dnaPT_RC_gsperc	dnaPT_LTR_bp	dnaPT_LTR_gsperc	dnaPT_PLE_bp	dnaPT_PLE_gsperc	dnaPT_LINE_bp	dnaPT_LINE_gsperc	dnaPT_SINE_bp	dnaPT_SINE_gsperc	dnaPT_Retroposon_bp	dnaPT_Retroposon_gsperc	dnaPT_Unknown_bp	dnaPT_Unknown_gsperc	dnaPT_Other_bp	dnaPT_Other_gsperc	DNA_recent_gsperc	LINE_recent_gsperc	LTR_recent_gsperc	Other_recent_gsperc	Overall_TEs_recent_gsperc	PLE_recent_gsperc	RC_recent_gsperc	Retroposon_recent_gsperc	SINE_recent_gsperc	Unknown_recent_gsperc	DNA_recent_bp	LINE_recent_bp	LTR_recent_bp	Other_recent_bp	Overall_TEs_recent_bp	PLE_recent_bp	RC_recent_bp	Retroposon_recent_bp	SINE_recent_bp	Unknown_recent_bp
Aves	Cicinnurus_regius	36263	Chordata	Aves	Passeriformes	Paradisaeidae	GCA_003713305.1	0.8	1288219322.91739	784	0.001047667255507	0.007107271053139	0.147407809224381	0.142927503209313	5.40880747518073	0.773067347767453	NA	NA	NA	NA	NA	NA	NA	NA	51	CRC_AvianBodyMasses	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.93182563272433	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Aves	Diphyllodes_magnificus	28716	Chordata	Aves	Passeriformes	Paradisaeidae	GCA_003713285.1	1	1296013291.30448	781	0.001724008098245	0.005695662466851	0.302687897725514	0.1645443373045	6.04438805626437	0.994569827129257	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Aves	Paradisaea_raggiana	36268	Chordata	Aves	Passeriformes	Paradisaeidae	GCA_003713265.1	0.7	1261553433.92144	758	0.00173315514781	0.016843073497213	0.102900171283849	0.207331991007378	5.41853213611378	1.12343505611793	NA	NA	NA	NA	NA	NA	NA	NA	220.5	CRC_AvianBodyMasses	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.3958976948869	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Aves	Paradisaea_rubra	39963	Chordata	Aves	Passeriformes	Paradisaeidae	GCA_003713215.1	0.7	1302406049.61911	790	0.001151065575243	0.010364722488029	0.111056092102069	0.139604268491467	4.71781649510092	0.65862732067554	NA	NA	NA	NA	NA	NA	NA	NA	179.5	CRC_AvianBodyMasses	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.19017520792833	136839400	10.57	110976	0	3528	0	23224512	1.79	1656	0	29425452	2.27	245104	0.01	376	0	79577260	6.15	4250536	0.32	0.009228526400496	0.517912034756325	0.864494470686054	0	7.16624053463038	0.000133746759427	4.45822531424916E-05	0	0.007757312046794	5.76666986172814	120193	6745318	11259228	0	93333550	1742	581	0	101032	75105457
Aves	Parotia_lawesii	39961	Chordata	Aves	Passeriformes	Paradisaeidae	GCA_003713295.1	0.9	1285050961.61941	780	0.00229665829277	0.008942880256881	0.256814161299191	0.166006219958042	9.20575276643021	1.52821221862336	NA	NA	NA	NA	NA	NA	NA	NA	155.5	CRC_AvianBodyMasses	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.04664573161929	129955440	10.18	91272	0	5912	0	25289692	1.98	3816	0	27450824	2.15	274036	0.02	484	0	71463812	5.6	5375592	0.42	0.007153362865672	0.287748383078284	0.944113044069949	0	5.94112956833817	0.00021809033127	0.000261708397525	4.36180662540979E-05	0.007415071263197	4.69413267219976	91924	3697713	12132334	0	76346543	2803	3363	561	95287	60321997
Aves	Ifrita_kowaldi	461245	Chordata	Aves	Passeriformes	Cinclosomatidae	GCA_013398055.1	0.4	1266384852.27275	752	0.006391173174337	0.037299981465992	0.171345210457109	0.146990824691753	28.7067952715668	4.21963551122494	NA	NA	NA	NA	NA	NA	NA	NA	32.1	CRC_AvianBodyMasses	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.46885603013597	141681524	11.27	95428	0	4936	0	22665792	1.8	7476	0	25901424	2.06	262944	0.02	700	0	88612168	7.05	4130656	0.32	0.007783563928315	0.354855991646745	1.0785204273011	0	7.63356471495181	0.0003726174221	0.000207009678945	0	0.005837672946236	6.18300649265157	98570	4493843	13658219	0	96670307	4719	2622	0	73927	78300658
Aves	Falcunculus_frontatus	254539	Chordata	Aves	Passeriformes	NA	GCA_013398115.1	0.5	1267819176.89147	766	0.007621570830291	0.04618064639931	0.16503820159617	0.133074052894574	39.057833410062	5.19758418915804	NA	NA	NA	NA	NA	NA	NA	NA	28.05	CRC_AvianBodyMasses	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.33398863196871	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Aves	Gymnorhina_tibicen	9132	Chordata	Aves	Passeriformes	Artamidae	GCA_013399875.1	0.7	1279410972.22366	760	0.006094909751398	0.033994237880764	0.179292436935233	0.142296986649785	28.6391993083879	4.07527176164621	NA	NA	NA	NA	NA	NA	NA	NA	256	CRC_AvianBodyMasses	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.54517744447956	171682820	13.51	82860	0	7184	0	29349948	2.31	1512	0	30298420	2.38	271068	0.02	0	0	109709336	8.63	1962492	0.15	0.006862152408826	0.389332426238176	1.19894011319605	0	9.41352593388421	0.000126297283598	0.000336792756261	0	0.006314864179901	7.81161328782141	87795	4981162	15339371	0	120437684	1616	4309	0	80793	99942638
Aves	Rhagologus_leucostigma	156170	Chordata	Aves	Passeriformes	NA	GCA_013397725.1	0.7	1270855380.16549	764	0.005224262013828	0.030510737013549	0.171227001547288	0.148266031382125	24.7744672726038	3.67321194211531	NA	NA	NA	NA	NA	NA	NA	NA	26.8	CRC_AvianBodyMasses	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.28840188751681	142124276	11.26	97148	0	9308	0	20920516	1.65	6876	0	29027884	2.3	292032	0.02	1068	0	79262276	6.28	12507168	0.99	0.00635312745075	0.419760206567401	0.790304302428669	0	6.58254135824089	0.000288778520489	0.000206270371778	0	0.007879528201904	5.35746036617941	80739	5334545	10043625	0	83654581	3670	2621	0	100137	68085573
Aves	Machaerirhynchus_nigripectus	1160894	Chordata	Aves	Passeriformes	Dicruridae	GCA_013397975.1	0.5	1270059729.36159	761	0.006012279867658	0.035458563749914	0.169557907366538	0.139058758653483	31.0822927798768	4.32226505007379	NA	NA	NA	NA	NA	NA	NA	NA	12	CRC_AvianBodyMasses	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.484906649788	138259020	10.96	138352	0.01	14052	0	23928104	1.89	3400	0	28656620	2.27	272032	0.02	0	0	77328104	6.13	7918356	0.62	0.00994908627344	0.378767081156885	0.935915912469508	0	6.80150086713924	0.000288977609602	0.000495390187889	0	0.007884960490568	5.46819945895135	126359	4810568	11886691	0	86383124	3670	6292	0	100144	69449399
Aves	Platysteira_castanea	1160851	Chordata	Aves	Passeriformes	NA	GCA_013397175.1	0.5	1287430428.15871	764	0.00783343325328	0.05081329494183	0.15416109626914	0.136125781047557	37.3342574866164	5.08215496019626	NA	NA	NA	NA	NA	NA	NA	NA	14.1	CRC_AvianBodyMasses	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.64617479738412	204490988	16	58588	0	688	0	32869476	2.57	2216	0	26824340	2.09	229516	0.01	460	0	137655304	10.77	6850400	0.53	0.00473854559614	0.343523953347988	1.28801910251946	0	10.470702396674	0.000206023721571	4.12047443142603E-05	0	0.005233002527911	8.82894056421656	61005	4422632	16582350	0	134803009	2652	530	0	67371	113666467
Aves	Vireo_altiloquus	34956	Chordata	Aves	Passeriformes	Vireonidae	GCA_013396875.1	0.9	1294800051.06416	768	0.011308032703208	0.076519303385194	0.147780131325608	0.12011319148997	59.9897548900008	7.20556091653905	NA	NA	NA	NA	NA	NA	NA	NA	17.9	CRC_AvianBodyMasses	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.88480071284671	200541188	15.6	120804	0	3960	0	39126520	3.04	115032	0	26635660	2.07	303696	0.02	0	0	121219264	9.43	13016252	1.01	0.008681033424096	0.42507421224915	1.59663260596154	0	9.20456325932576	0.007198905766324	0.000254079027047	0	0.010840705153993	7.15465366911288	112402	5503861	20673200	0	119180690	93211	3290	0	140365	92638459
Aves	Ptilorrhoa_leucosticta	449384	Chordata	Aves	Passeriformes	Cinclosomatidae	GCA_013396485.1	0.5	1349969151.40909	737	0.007508767981067	0.041148829487573	0.182478288558247	0.147330608113397	34.7152611583054	5.11462053726854	NA	NA	NA	NA	NA	NA	NA	NA	49.2	CRC_AvianBodyMasses	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.89589362349826	209916120	15.65	188576	0.01	8424	0	32873192	2.45	19452	0	35285176	2.63	306168	0.02	51764	0	123879928	9.24	17303440	1.29	0.010372430510096	0.482124342631077	1.29448793548606	0	9.56979376078937	0.000860782614946	8.60782614945682E-05	0.002797543498573	0.007660965273017	7.76998339119945	140025	6508530	17475188	0	129189264	11620	1162	37766	103421	104892379
Aves	Callaeas_wilsoni	1347786	Chordata	Aves	Passeriformes	Callaeidae	GCA_013398955.1	0.4	1273687410.96005	774	0.007859952987539	0.04965568966653	0.158289071007236	0.13176759030761	39.3691697102675	5.18758062513329	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	213185336	16.85	48424	0	27312	0	21203760	1.67	2376	0	30733504	2.42	381700	0.03	1312	0	155985680	12.33	4801268	0.37	0.004413150106546	0.394706741672206	0.830257637901934	0	12.1745752117862	0.000135096431833	0.001846317901718	9.00642878886949E-05	0.009997135955645	10.9331290675284	56210	5027330	10574887	0	155066032	1721	23516	1147	127332	139253889
Aves	Notiomystis_cincta	366454	Chordata	Aves	Passeriformes	Meliphagidae	GCA_013398075.1	0.1	1246687727.09571	718	0.013017086707239	0.099785472591034	0.130450719621173	0.119718496936619	65.5877843719415	7.8520709624119	NA	NA	NA	NA	NA	NA	NA	NA	93.5	CRC_AvianBodyMasses	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.53796143629464	196778248	15.91	71832	0	638596	0.05	17018736	1.37	856	0	21001448	1.69	177472	0.01	0	0	154403180	12.48	3466128	0.28	0.005723218863729	0.251508028970463	0.74111764272375	0	12.9085241464956	7.84002584072517E-05	0.017640058141632	0	0.004390414470806	11.8880663830668	71351	3135520	9239423	0	160928986	977	219916	0	54735	148207065
Aves	Cnemophilus_loriae	254448	Chordata	Aves	Passeriformes	Corvidae	GCA_013397755.1	0.6	1268796226.66231	762	0.008220160250982	0.047060484929966	0.174672238571601	0.135268823592744	41.7976986814008	5.65392552951705	NA	NA	NA	NA	NA	NA	NA	NA	84.6	CRC_AvianBodyMasses	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.43793426661218	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Aves	Drymodes_brunneopygia	626378	Chordata	Aves	Passeriformes	Petroicidae	GCA_013400955.1	0.5	1287525099.93535	723	0.00780637358223	0.056183880332581	0.138943297188084	0.144078236687785	34.5619401341836	4.97962339104194	NA	NA	NA	NA	NA	NA	NA	NA	33.15	CRC_AvianBodyMasses	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.50104271663187	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Aves	Eopsaltria_australis	44318	Chordata	Aves	Passeriformes	Petroicidae	GCA_003426825.1	3.6	1492528326.05278	767	0.008890124585154	0.065464996622656	0.135799664611573	0.135349960703817	41.3373791892621	5.59501264886542	NA	NA	NA	NA	NA	NA	NA	NA	20.25	CRC_AvianBodyMasses	0.35	AnimalTraits	NA	NA	NA	NA	NA	NA	NA	3.00815479355255	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Aves	Melanocharis_versteri	254552	Chordata	Aves	Passeriformes	Melanocharitidae	GCA_013397845.1	0.4	1253120151.45656	753	0.008574133340982	0.049591454158254	0.17289538059562	0.140858102865524	40.5684449554712	5.7143941926321	NA	NA	NA	NA	NA	NA	NA	NA	15	CRC_AvianBodyMasses	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.70805020110221	182104128	14.64	109644	0	10392	0	15058868	1.21	3660	0	22262600	1.79	253968	0.02	0	0	139434064	11.21	4970932	0.39	0.007371523970437	0.245689543241946	0.683876382893709	0	10.5306408283583	0.000209418294615	0.000586371224921	0	0.005109806388598	9.58779778234403	92374	3078785	8569793	0	131961582	2624	7348	0	64032	120146626
Aves	Agelaius_phoeniceus	39638	Chordata	Aves	Passeriformes	Icteridae	GCA_013398535.1	0.9	1271400000	731	0.002603436513328	0.016548916742641	0.1573176392035	0.136516756083044	11.6464412025854	1.58993437288886	NA	NA	NA	NA	NA	NA	20	AnAge	52.4	CRC_AvianBodyMasses	NA	NA	365	AnAge	NA	NA	NA	NA	2.99573227355399	3.958906591327	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Aves	Quiscalus_mexicanus	64278	Chordata	Aves	Passeriformes	Icteridae	GCA_013399035.1	0.6	1266262137.21991	712	0.003326567772528	0.016629091176204	0.200045073857579	0.159630488081402	11.7966017773344	1.88309729941783	NA	NA	NA	NA	NA	NA	12.5	AnAge	169	CRC_AvianBodyMasses	NA	NA	547.5	AnAge	NA	NA	NA	NA	2.52572864430826	5.12989871492307	201924508	16.06	44796	0	8220	0	34257392	2.72	12392	0	22925604	1.82	153164	0.01	0	0	139586396	11.1	4936544	0.39	0.003410241203865	0.38672967017977	1.28902958675363	0	10.9709538943707	0.000540647995735	0.00049905968837	0	0.0039508891996	9.28679379934973	43183	4897011	16322494	0	138921035	6846	6319	0	50029	117595154
Aves	Setophaga_kirtlandii	298831	Chordata	Aves	Passeriformes	Parulidae	GCA_013399655.1	0.4	1271685648.74176	742	0.006016896846802	0.042046184428021	0.143102089491668	0.134156796394731	29.532410960107	3.96197364422061	NA	NA	NA	NA	NA	NA	9	AnAge	15.5	AnAge	NA	NA	365	AnAge	NA	NA	NA	NA	2.19722457733622	2.7408400239252	467405876	37.03	216080	0.01	2456	0	34235356	2.71	2760	0	17936968	1.42	197888	0.01	1860	0	405375400	32.11	9437108	0.74	0.007064228044985	0.363536043238092	1.45339176996533	0	25.9876647710291	0.000209000829733	0.000167200663787	0.000167200663787	0.004556218088186	24.1584059088715	89835	4623036	18482575	0	330481403	2658	2126	2126	57941	307218981
Aves	Diglossa_brunneiventris	547948	Chordata	Aves	Passeriformes	Thraupidae	GCA_019023105.1	1.6	1312345594.90761	763	0.005240316902963	0.029040315358859	0.180449724398904	0.135090203293861	24.3429494328695	3.28849398765854	NA	NA	NA	NA	NA	NA	NA	NA	12	CRC_AvianBodyMasses	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.484906649788	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Aves	Passerina_amoena	142471	Chordata	Aves	Passeriformes	Fringillidae	GCA_013401095.1	0.6	1359420000	627	0.005800951975556	0.026855366182296	0.216007182183946	0.165694016100623	16.5987785178605	2.75031827498906	NA	NA	NA	NA	NA	NA	9.9	AnAge	15.5	CRC_AvianBodyMasses	NA	NA	365	AnAge	NA	NA	NA	NA	2.29253475714054	2.7408400239252	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Aves	Pheucticus_melanocephalus	371919	Chordata	Aves	Passeriformes	Fringillidae	GCA_013398405.1	0.8	1274894177.16133	665	0.005060467954502	0.037157935513743	0.13618808161799	0.16093014058385	16.9730941416918	2.73148242636539	NA	NA	NA	NA	NA	NA	25	AnAge	47.15	CRC_AvianBodyMasses	NA	NA	365	AnAge	NA	NA	NA	NA	3.2188758248682	3.85333400907947	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Aves	Melospiza_melodia	44397	Chordata	Aves	Passeriformes	Passerellidae	GCA_013398205.1	1.3	1398540000	782	0.006370307103729	0.052249234581896	0.121921539228368	0.142410008825008	27.3314734043081	3.892275368708	NA	NA	NA	NA	NA	NA	11.3	AnAge	20	CRC_AvianBodyMasses	0.25	AnAge	365	AnAge	NA	NA	NA	NA	2.42480272571829	2.99573227355399	330461240	23.83	83156	0	131940	0	33358740	2.4	27164	0	21460916	1.54	192388	0.01	0	0	266996508	19.25	8210428	0.59	0.002865691376368	0.393299480410167	1.2082887790522	0	16.0020206456403	0.000966337789706	0.005464806810749	0	0.00499829891227	14.3860039633178	40078	5500451	16898402	0	223794660	13515	76428	0	69903	201194020
Aves	Zonotrichia_albicollis	44394	Chordata	Aves	Passeriformes	Passerellidae	GCA_000385455.1	0.5	1300740000	688	0.004864909144328	0.02899615415176	0.167777737656735	0.147146450700566	18.9998329852858	2.79575798768834	NA	NA	NA	NA	NA	NA	14.9	AnAge	24.4	CRC_AvianBodyMasses	0.278	AnAge	365	AnAge	NA	NA	NA	NA	2.70136121295141	3.19458313229916	218197980	16.95	117436	0	13208	0	37028776	2.87	56796	0	17731416	1.37	92100	0	0	0	155958332	12.12	7199916	0.55	0.010039927145297	0.501712743503685	1.83801570199227	0	11.9063325847821	0.004452736050315	0.000652311650683	0	0.002268910089333	9.54919025435049	130593	6525978	23907805	0	154870430	57919	8485	0	29513	124210137
Aves	Fringilla_coelebs_coelebs	1471794	Chordata	Aves	Passeriformes	Fringillidae	GCA_015532645.2	0.8	1209942219.24882	741	0.006500453021607	0.038179830431417	0.170258823786132	0.147207057450375	27.621813115174	4.06612583012895	NA	NA	NA	NA	NA	NA	29	AnAge	21.4	CRC_AvianBodyMasses	0.373	AnAge	365	AnAge	NA	NA	NA	NA	3.36729582998647	3.06339092202781	249381188	20.75	134112	0.01	21360	0	27643304	2.3	26800	0	17715392	1.47	196712	0.01	584	0	190395952	15.84	13246972	1.1	0.008377534802673	0.277751182429198	1.00640522375199	0	12.41048005668	0.000574459529326	0.000239358137219	4.78716274438466E-05	0.005026520881604	11.1120579055206	101363	3360629	12176922	0	150159638	6951	2896	579	60818	134449480
Aves	Hemignathus_wilsoni	2518271	Chordata	Aves	Passeriformes	Fringillidae	GCA_009690805.1	0.8	1255487330.75633	757	0.004650984955236	0.022584229797352	0.205939498356559	0.156915075676079	18.7420344889169	2.94090776015207	NA	NA	NA	NA	NA	NA	13	AnAge	28	AnAge	NA	NA	365	AnAge	NA	NA	NA	NA	2.56494935746154	3.3322045101752	125181524	10.05	38808	0	1796	0	26108992	2.09	15192	0	17061068	1.37	157252	0.01	868	0	77997872	6.26	3799676	0.3	0.002713712061401	0.205807922736637	1.0880176224843	0	5.98749810944726	0.00054274241228	7.23656549706883E-05	7.23656549706883E-05	0.001953872684209	4.68824514010353	34070	2583892	13659923	0	75172280	6814	909	909	24531	58860324
Aves	Loxia_curvirostra	64802	Chordata	Aves	Passeriformes	Fringillidae	GCA_013398455.1	0.9	1250373597.58454	796	0.00269869420887	0.030752546562583	0.087755145850388	0.178766976266622	10.4288804816295	1.8643394295469	NA	NA	NA	NA	NA	NA	16.1	AnAge	36.4	CRC_AvianBodyMasses	0.607	AnAge	365	AnAge	NA	NA	NA	NA	2.77881927199042	3.5945687746427	279957340	22.58	73084	0	0	0	50848376	4.1	1888	0	21082244	1.7	81304	0	2592	0	202453160	16.33	5414692	0.43	0.002171344073022	0.482774433049182	2.9864077541273	0	15.8644654390108	0.000147209767663	0	0.000110407325747	0.000846456164059	12.3919710320619	27150	6036484	37341254	0	198365087	1841	0	1381	10584	154945934
Aves	Loxia_leucoptera	96539	Chordata	Aves	Passeriformes	Fringillidae	GCA_013396895.1	0.9	1249812354.43847	749	0.001229641153259	0.005637442026121	0.218120407724196	0.147555867281764	5.45947875576773	0.805578122713671	NA	NA	NA	NA	NA	NA	4	AnAge	25.2	CRC_AvianBodyMasses	0.46992	AnAge	NA	NA	NA	NA	NA	NA	1.38629436111989	3.22684399451738	287623768	23.18	66480	0	10212	0	42770016	3.44	1644	0	20845768	1.68	140728	0.01	3976	0	216118800	17.42	7666144	0.61	0.005318069900882	0.41429480034293	2.21570520394584	0	16.6117633132948	0.000128662981473	0.000514651925892	0.000343101283928	0.003002136234369	13.9719420347536	66466	5177908	27692157	0	207615870	1608	6432	4288	37521	174623058
Aves	Montifringilla_adamsi	356906	Chordata	Aves	Passeriformes	Passeridae	GCA_017590115.1	1	1273528055.67845	798	0.003102078744422	0.025757746996192	0.12043284472359	0.160956738662043	13.5321249229723	2.17808669476896	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	211212492	16.78	15248	0	0	0	18238004	1.44	0	0	15190464	1.2	45252	0	0	0	145541568	11.56	32181956	2.55	0.001105108442713	0.269646460021913	0.793099492386855	0	10.0787994943866	0	0	0	0.000184184740452	9.00889664920595	14074	3434023	10100345	0	128356339	0	0	0	2346	114730826
Aves	Pyrgilauda_ruficollis	221976	Chordata	Aves	Passeriformes	Passeridae	GCA_017590135.1	1	1271812441.3862	774	0.002268385257287	0.010161008477455	0.22324410636209	0.163827955746321	8.61645976792387	1.41161698954939	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Aves	Onychostruthus_taczanowskii	356909	Chordata	Aves	Passeriformes	Passeridae	GCA_017590055.1	0.5	1256985164.86284	798	0.003022847998163	0.018666644491397	0.161938477992453	0.153331080195795	13.2309206982957	2.02871136265458	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	115691364	9.31	12368	0	4132	0	14044208	1.13	0	0	14109344	1.13	9040	0	0	0	80946120	6.51	6566152	0.52	0.00085464584144	0.233371730078272	0.637378843936595	0	6.251280299532	0	0.000293784507995	0	0.000667692063625	5.37871360310407	10743	2933448	8011758	0	78577666	0	3693	0	8393	67609632
Aves	Passer_domesticus	48849	Chordata	Aves	Passeriformes	Passeridae	GCA_001700915.1	0.7	1535460000	744	0.002632789952301	0.015139108981382	0.173906532778013	0.139957769750452	10.3418604385328	1.44742372204748	NA	NA	NA	NA	NA	NA	23	AnAge	27.7	CRC_AvianBodyMasses	0.313333333333333	AnimalTraits	258.5	AnAge	NA	NA	NA	NA	3.13549421592915	3.32143241319329	337793160	22.24	165060	0.01	0	0	27743772	1.82	2304	0	21613468	1.42	4564	0	0	0	278993176	18.37	9270816	0.61	0.006472693122891	0.448634192152219	1.04616352574786	0	14.8546915193336	0.00011599808464	0	0	0.000324794636991	13.3524235247828	99386	6888599	16063422	0	228087846	1781	0	0	4987	205021122
Aves	Passer_montanus	9160	Chordata	Aves	Passeriformes	Passeridae	GCA_014805655.1	0.9	1264528564.09589	792	0.003760401537261	0.030848584680059	0.121898673027039	0.153332028380067	15.349920857219	2.35363450051089	NA	NA	NA	NA	NA	NA	13.1	AnAge	22	CRC_AvianBodyMasses	0.2007	AnAge	319	AnAge	NA	NA	NA	NA	2.57261223020711	3.09104245335832	159189096	12.74	32148	0	0	0	18852824	1.5	0	0	15039568	1.2	71808	0	0	0	121193764	9.69	3998984	0.32	0.002016054157581	0.312249651169577	0.885764004944638	0	9.03964199122486	0	0	0	0.000504013539395	7.83910826741367	25494	3948486	11200739	0	114308855	0	0	0	6373	99127763
Aves	Urocynchramus_pylzowi	571890	Chordata	Aves	Passeriformes	Fringillidae	GCA_013397555.1	0.7	1253572731.44607	746	0.009435384800339	0.059957889608346	0.157366859673882	0.146176880787395	38.2689234896605	5.59403186681003	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	231999108	18.64	114912	0	42268	0	24186876	1.94	1840	0	25859332	2.07	214312	0.01	5200	0	173575192	13.94	7999176	0.64	0.008482799393047	0.46979993577309	1.0389698072933	0	13.5131427127127	0.00012983876622	0.000995430541021	0.00030295712118	0.005453228181245	11.9889221564661	106338	5889284	13024242	0	169397072	1628	12478	3798	68360	150289859
Aves	Peucedramus_taeniatus	135441	Chordata	Aves	Passeriformes	Fringillidae	GCA_013400575.1	0.4	1261578687.39395	710	0.009718566057905	0.060199406781281	0.161439565230521	0.140030853067991	41.0042930786057	5.74186613924707	NA	NA	NA	NA	NA	NA	NA	NA	11	CRC_AvianBodyMasses	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.39789527279837	287729024	22.97	162616	0.01	20692	0	39811736	3.17	8588	0	28307164	2.26	211596	0.01	0	0	208501296	16.64	10705336	0.85	0.013634170879582	0.46742627235255	1.78012771831282	0	15.7682225687212	0.00021710463184	0.000477630190049	0	0.008814448052723	13.4971778568907	172006	5896950	22457712	0	198928535	2739	6026	0	111201	170277519
