Clade	Species	TaxId	Phylum	Class	Order	Family	Accession_assembly	BUSCO_Duplicate	Unified_Cvalues_methods	n_markers	dS_sum	dN_sum	dS_ratesmean	dN_ratesmean	dNdS_ratesmean	BodyLength_cm	Source_BodyLength	BasalMetRate_mLO2hr_pantheria	AgeatFirstBirth_d_pantheria	PopulationDensity_nperkm2_pantheria	PopulationGrpSize_pantheria	MaxLongevity_y	Source_MaxLongevity	Mass_g	Source_mass	Metabolic_rate_w	Source_metabolic_rate	SexMaturity_d	Source_SexMaturity	DepthRangeShallow	DepthRangeDeep	DepthRange	BodyLenght_cm_log	MaxLongevity_y_log	Mass_g_log	Overall_repeat_bp	Overall_repeat_gsperc	dnaPT_DNA_bp	dnaPT_DNA_gsperc	dnaPT_RC_bp	dnaPT_RC_gsperc	dnaPT_LTR_bp	dnaPT_LTR_gsperc	dnaPT_PLE_bp	dnaPT_PLE_gsperc	dnaPT_LINE_bp	dnaPT_LINE_gsperc	dnaPT_SINE_bp	dnaPT_SINE_gsperc	dnaPT_Retroposon_bp	dnaPT_Retroposon_gsperc	dnaPT_Unknown_bp	dnaPT_Unknown_gsperc	dnaPT_Other_bp	dnaPT_Other_gsperc	DNA_recent_gsperc	LINE_recent_gsperc	LTR_recent_gsperc	Other_recent_gsperc	Overall_TEs_recent_gsperc	PLE_recent_gsperc	RC_recent_gsperc	Retroposon_recent_gsperc	SINE_recent_gsperc	Unknown_recent_gsperc	DNA_recent_bp	LINE_recent_bp	LTR_recent_bp	Other_recent_bp	Overall_TEs_recent_bp	PLE_recent_bp	RC_recent_bp	Retroposon_recent_bp	SINE_recent_bp	Unknown_recent_bp	n_markers_phylter_noshortbr	dN_CM_phylter_noshortbr	dS_CM_phylter_noshortbr	dNdS_CM_phylter_noshortbr	n_markers_phylter_noshortbr_gcpoor	dN_CM_phylter_noshortbr_gcpoor	dS_CM_phylter_noshortbr_gcpoor	dNdS_CM_phylter_noshortbr_gcpoor	n_markers_phylter_noshortbr_gcrich	dN_CM_phylter_noshortbr_gcrich	dS_CM_phylter_noshortbr_gcrich	dNdS_CM_phylter_noshortbr_gcrich	brlen_coevol_gcpoor	dS_coevol_gcpoor	dNdS_coevol_gcpoor	brlen_coevol_gcrich	dS_coevol_gcrich	dNdS_coevol_gcrich
Insecta	Erebia_ligea	111903	Arthropoda	Insecta	Lepidoptera	Nymphalidae	GCA_917051295.1	0.7	619023059.827665	905	58.4972164064579	4.49324801919871	0.064637808183931	0.004964914938341	0.076811313344863	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	213602736	34.75	7781796	1.26	23907956	3.88	3595012	0.58	44760	NA	21331384	3.47	9009836	1.46	5556	NA	145548996	23.67	2377440	0.38	0.883739613945327	2.75619394471985	0.633895192195441	NA	26.2357784933407	0.003768808422276	1.85793063002527	0.000551532939845	0.697689168904205	19.4020096021885	5470552	17061476	3923957	NA	162405519	23330	11501019	3414	4318857	120102914	857	0.200794590941677	0.200794590941677	0.0738300651852738	48	0.158736846054807	0.158736846054807	0.0923225242197923	47	0.2042992158666	0.2042992158666	0.0848483288399133	0.0249811	2.04182	0.111131	0.0274351	2.42866	0.0932933
Insecta	Maniola_hyperantus	2795564	Arthropoda	Insecta	Lepidoptera	Nymphalidae	GCA_902806685.2	0.6	499808785.808051	910	199.8032878	10.754290459232	0.219564052527473	0.011817901603552	0.053824391868851	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	157514000	31.73	2602832	0.52	15986464	3.22	6408924	1.29	16892	NA	19386452	3.9	7038740	1.41	NA	NA	105006616	21.15	1067080	0.21	0.359398572555605	2.43735899719032	1.45097369792988	NA	20.3899866667282	0.000346019164848	1.1061079302979	NA	0.445557344602793	14.5902441049868	1796306	12182134	7252094	NA	101910945	1729	5528425	NA	2226935	72923322	867	0.678499989976097	0.678499989976097	0.0514736370595767	49	0.652155195976935	0.652155195976935	0.0582663245572737	49	0.665874237872263	0.665874237872263	0.0521700871338059	0.106989	1.88357	0.0732597	0.0811011	2.63383	0.0540622
Insecta	Melanargia_galathea	111923	Arthropoda	Insecta	Lepidoptera	Nymphalidae	GCA_920104075.1	0.5	739742582.416891	911	251.4472772	13.920405113774	0.276012378924259	0.015280356875712	0.055361128856853	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	300552592	40.91	8823364	1.2	36868772	5.01	6616688	0.9	123856	0.01	26890464	3.66	9312024	1.26	468	NA	208950140	28.44	2966816	0.4	1.09756209850436	3.12372434494633	0.957220859818362	NA	32.9769683837048	0.013121023409134	2.99067256370986	NA	0.532360587208	24.2623069061087	8119134	23107519	7080970	NA	243944678	97062	22123278	NA	3938098	179478616	866	0.828294526487523	0.828294526487523	0.0554101075444122	49	0.834662260483481	0.834662260483481	0.0545451609223224	49	0.655040226196611	0.655040226196611	0.0822733165424784	0.140007	1.8816	0.0672707	0.115528	1.68962	0.0949827
Insecta	Elymnias_hypermnestra	366056	Arthropoda	Insecta	Lepidoptera	Nymphalidae	GCA_015832385.1	1.6	692005349.673499	895	693.4809815	24.87876098385	0.77483908547486	0.027797498305978	0.035875188574079	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	247559016	36.14	22907736	3.34	15366608	2.24	4796072	0.7	51332	NA	71916576	10.5	14497080	2.11	NA	NA	116177844	16.96	1845768	0.26	1.37186691241882	4.86564589028879	0.615371326197845	NA	14.5808396332564	0.002524082552083	0.284155604641171	NA	0.579248900341368	6.86202691681634	9493392	33670530	4258402	NA	100900190	17467	1966372	NA	4008433	47485593	853	2.43151033683419	2.43151033683419	0.0342265345262754	50	2.12170542092719	2.12170542092719	0.0468949688952406	50	2.53228406289321	2.53228406289321	0.0316853978387827	0.253674	2.96619	0.0519461	0.166797	4.96751	0.0323548
Insecta	Boloria_selene	191398	Arthropoda	Insecta	Lepidoptera	Nymphalidae	GCA_905231865.2	0.4	489860455.966301	914	178.334320023539	11.4476505012571	0.19511413569315	0.012524781730041	0.064192077552689	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	132857172	27.31	2577192	0.52	16472660	3.38	8450860	1.73	10712	NA	21917364	4.5	17553452	3.6	NA	NA	65107100	13.38	767832	0.15	0.493454485132114	4.10499459115941	1.87276724695855	NA	20.8728677135441	0.001051394499571	1.14929100964246	NA	1.14029574559057	12.1110132405614	2417238	20108745	9173946	NA	102247925	5150	5629922	NA	5585858	59327065	868	0.588708669116689	0.588708669116689	0.0617107764767348	50	0.541193065340878	0.541193065340878	0.0675995381904679	50	0.551559035595892	0.551559035595892	0.0637290987088707	0.0672669	2.53791	0.0879956	0.0602668	2.87648	0.0712589
Insecta	Fabriciana_adippe	405009	Arthropoda	Insecta	Lepidoptera	Nymphalidae	GCA_905404265.1	0.3	592627924.608854	917	118.953317402344	6.71878962055447	0.129720084408227	0.007326924340845	0.056482574570233	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	186153572	31.63	4325328	0.73	63407392	10.77	4375460	0.74	12232	NA	14221988	2.41	16459472	2.79	NA	NA	81747328	13.89	1604372	0.27	0.486949652970104	1.70446828084135	0.770449717993055	NA	16.5225725969203	0.002022936243793	3.81872564649671	NA	0.878435981292656	8.86152038108266	2885800	10101155	4565900	NA	97917379	11988	22630835	NA	5205857	52515844	859	0.390810969964627	0.390810969964627	0.0554553090189173	49	0.348262839018294	0.348262839018294	0.0659235584248246	49	0.367217944905648	0.367217944905648	0.0632503562141523	0.0672669	1.68467	0.0796294	0.0602668	2.07248	0.0680409
Insecta	Heliconius_sara	33443	Arthropoda	Insecta	Lepidoptera	Nymphalidae	GCA_917862395.1	0.3	428103112.554363	893	545.896194	21.11006674389	0.611305928331467	0.023639492434367	0.038670477969828	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	73978592	17.4	5508940	1.29	21086716	4.96	2583992	0.6	12532	NA	9078864	2.13	21149012	4.97	NA	NA	14398088	3.38	160448	0.03	0.412705193878744	1.36681726644607	0.393762670331575	NA	8.55704991019094	0.001612129663589	2.14252032290957	NA	1.07555917389102	3.16407315307037	1766804	5851387	1685710	NA	36632997	6902	9172196	NA	4604502	13545496	848	1.87481319402959	1.87481319402959	0.0384480904960195	49	1.91357982125353	1.91357982125353	0.0461883071146684	49	1.82544255892277	1.82544255892277	0.0481304129386474	0.174923	3.7814	0.0527362	0.123809	4.50745	0.0548991
Insecta	Limenitis_camilla	270466	Arthropoda	Insecta	Lepidoptera	Nymphalidae	GCA_905147385.1	0.6	532458006.127384	904	603.062913	24.020357696171	0.667104992256637	0.026571192141782	0.039830600055771	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	142261504	26.9	5362628	1.01	27510064	5.2	4812212	0.91	11736	NA	21004368	3.97	5011352	0.94	NA	NA	76571336	14.48	1977808	0.37	0.513477453168856	2.49759008199041	0.685948848027272	NA	13.8734670687098	0.000957583315068	1.78663766962524	NA	0.296638031378941	8.09200460491176	2734052	13298618	3652390	NA	73870386	5099	9513095	NA	1579473	43086526	860	2.09051135315837	2.09051135315837	0.0382369589709172	50	1.89012323635397	1.89012323635397	0.0485744604785613	50	2.0387211624561	2.0387211624561	0.0396901888508265	0.23303	2.81151	0.0556192	0.145789	4.53818	0.0421154
Insecta	Hypolimnas_misippus	124412	Arthropoda	Insecta	Lepidoptera	Nymphalidae	GCA_008963455.1	0.4	500603465.929709	901	299.0460576	11.166857019477	0.331904614428413	0.012393847968343	0.037341595836765	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	120256676	24.24	1649716	0.33	19680440	3.96	1882308	0.37	152	NA	15746036	3.17	8915156	1.79	NA	NA	71608172	14.43	774696	0.15	0.199196556369822	1.9330124931455	0.325950037929687	NA	9.95378359580443	NA	1.01534181393255	NA	0.387093044238454	6.09318965018842	997185	9676728	1631717	NA	49828986	NA	5082836	NA	1937801	30502719	855	0.995985373834868	0.995985373834868	0.0372350177736624	50	0.975667687402972	0.975667687402972	0.0450930462324564	48	0.861446993968133	0.861446993968133	0.0421577070265338	0.155635	2.10698	0.0518333	0.108826	2.4811	0.0462016
Insecta	Mellicta_athalia	113330	Arthropoda	Insecta	Lepidoptera	Nymphalidae	GCA_905220545.2	0.6	743602053.735915	894	445.993567	18.70593941226	0.498874236017897	0.020923869588658	0.041942173153049	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	285866820	38.71	14450592	1.95	34201976	4.63	10357048	1.4	12500	NA	29910664	4.05	19176952	2.59	1508	NA	173853908	23.54	3901672	0.52	1.53429305258056	3.30126855650219	1.38413081140527	NA	29.8438634796687	0.002147366063794	2.41594020505812	0.000230074935406	1.05865146945027	20.1455914191252	11409035	24548301	10292425	NA	221919582	15968	17964981	1711	7872154	149803032	851	1.48038110675804	1.48038110675804	0.0418101028805876	49	1.48816422954649	1.48816422954649	0.0498906258632021	49	1.19426363982823	1.19426363982823	0.0453948819990534	0.155635	3.14419	0.0600068	0.108826	3.47437	0.0497041
Insecta	Nymphalis_io	171585	Arthropoda	Insecta	Lepidoptera	Nymphalidae	GCA_905147045.1	0.6	470803425.527961	915	49.391581148392	2.93952233625725	0.053979870107532	0.003212592717221	0.059514643344293	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	109457888	23.41	2470524	0.52	2362068	0.5	3282648	0.7	4984	NA	29756676	6.36	24554044	5.25	NA	NA	46261504	9.89	765440	0.16	0.337237056315679	6.05693269441741	0.769875105916922	NA	16.4590351529022	0.000727326505354	0.1121295029087	NA	2.15094691849943	7.03118654833873	1587724	28516247	3624598	NA	77489701	3424	527910	NA	10126732	33103067	859	0.164497481334044	0.164497481334044	0.0595288591441766	50	0.162316886032679	0.162316886032679	0.0702075820855835	48	0.166028406270893	0.166028406270893	0.050885773582672	0.0298293	1.74347	0.0849867	0.0174588	3.1891	0.0535476
Insecta	Nymphalis_urticae	111881	Arthropoda	Insecta	Lepidoptera	Nymphalidae	GCA_905147175.2	0.7	481268577.094839	913	50.0507025031065	2.79840694163073	0.054820046553238	0.003065067844064	0.055911441831552	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	100722156	21.07	1260500	0.26	2390016	0.5	4476728	0.93	9380	NA	23550716	4.92	17885328	3.74	NA	NA	50601996	10.58	547492	0.11	0.146458167359445	4.61180763315418	0.918342050221793	NA	14.2869521056521	0.001684810470856	0.128888001020514	NA	1.25422105194752	7.22555039147775	704857	22195181	4419692	NA	68758611	8108	620297	NA	6036172	34774304	862	0.161065470576923	0.161065470576923	0.0562142118239685	47	0.174237837393222	0.174237837393222	0.0776235323906554	50	0.128940500953516	0.128940500953516	0.0694032487578823	0.0298293	1.85524	0.0936945	0.0174588	2.44762	0.0727315
Insecta	Nymphalis_polychloros	171594	Arthropoda	Insecta	Lepidoptera	Nymphalidae	GCA_905220585.2	0.4	487675969.473023	915	88.2023422483825	4.79767256119969	0.096396002457249	0.005243357990382	0.05439393602144	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	113683636	23.47	4716996	0.97	6848388	1.41	3328444	0.68	11444	NA	20322552	4.19	19838684	4.09	NA	NA	57675820	11.9	941308	0.19	0.721961425178597	3.35467701071759	0.707287893508027	NA	15.5774922224365	0.001775023992408	0.679597519226468	NA	1.6320753935524	8.48011795626104	3520832	16359954	3449273	NA	75967686	8656	3314234	NA	7959239	41355497	867	0.287897692156533	0.287897692156533	0.0536617913734585	50	0.303405202296475	0.303405202296475	0.0638263482443606	49	0.243115130308379	0.243115130308379	0.0681303135919856	0.0473549	2.10988	0.0780036	0.0313935	2.54437	0.0733236
Insecta	Vanessa_atalanta	42275	Arthropoda	Insecta	Lepidoptera	Nymphalidae	GCA_905147765.2	0.3	454178098.131195	915	33.2410705619195	1.58934201811463	0.036329038865486	0.001736985812147	0.047812600233621	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	62969412	13.96	814516	0.18	5138464	1.13	1707088	0.37	6340	NA	12710120	2.81	13920432	3.08	212	NA	28008260	6.2	663980	0.14	0.091187224644427	1.933600968261	0.397769342042264	NA	7.61718129874484	0.001143015350696	0.26479855624461	NA	1.27776416037267	3.65091803182917	414152	8781992	1806581	NA	34595569	5191	1202657	NA	5803325	16581670	836	0.114549283437374	0.114549283437374	0.0466751967400115	48	0.115908257419041	0.115908257419041	0.0531674187433449	46	0.098903810489072	0.098903810489072	0.041338413868961	0.0188579	1.89441	0.0637037	0.0159845	2.03185	0.0387758
Insecta	Vanessa_tameamea	334116	Arthropoda	Insecta	Lepidoptera	Nymphalidae	GCA_002938995.1	0.6	438067283.155671	904	30.5652925480744	2.23327537029272	0.033811164323091	0.002470437356519	0.07306572861294	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	827	0.104824429401009	0.104824429401009	0.0720358421311143	48	0.092645116609612	0.092645116609612	0.0818472121192093	44	0.107271987376647	0.107271987376647	0.0944486996570651	0.0188579	1.66286	0.0954587	0.0159845	2.12445	0.101521
Insecta	Vanessa_cardui	171605	Arthropoda	Insecta	Lepidoptera	Nymphalidae	GCA_905220365.1	0.2	519992755.331496	915	135.696507020771	4.71790129699258	0.148302193465324	0.005156176280866	0.034768037885238	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	110524152	21.4	3533192	0.68	12643996	2.44	2379364	0.46	62032	0.01	23777536	4.6	21917248	4.24	NA	NA	45709912	8.85	500872	0.09	0.595386474955324	3.51703454548879	0.467645387195092	NA	12.9294366208106	0.006093460387522	0.733209469902183	NA	1.51328318969385	6.09678409318784	3095967	18288325	2431722	NA	67232134	31686	3812636	NA	7868963	31702836	867	0.457937654877748	0.457937654877748	0.0346574629976249	50	0.436614312089367	0.436614312089367	0.0494714203052142	50	0.430376170342887	0.430376170342887	0.0391302788800733	0.0461077	3.07733	0.0589561	0.0374739	3.73786	0.0416791
Insecta	Danaus_chrysippus	151541	Arthropoda	Insecta	Lepidoptera	Nymphalidae	GCA_004959915.1	1.9	396038124.331817	857	160.880099508939	5.39384751050002	0.187724736883243	0.006293871074096	0.033527126891169	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	159764940	40.5	4240684	1.07	5559016	1.4	1804664	0.45	11316	NA	11673608	2.95	3283984	0.83	NA	NA	132574888	33.6	616780	0.15	0.778085696013643	1.80817370648963	0.364172528956157	NA	26.6480393052552	0.001776451360762	0.728345057912314	NA	0.326105714082691	22.6413801504401	3081516	7161057	1442262	NA	105536395	7035	2884524	NA	1291503	89668497	794	0.576666044993445	0.576666044993445	0.0312210692073676	41	0.504567716502341	0.504567716502341	0.0410325588934733	47	0.676701265413802	0.676701265413802	0.0247052792454687	0.0729075	1.81588	0.0460758	0.0541785	4.18084	0.0187532
Insecta	Danaus_plexippus	13037	Arthropoda	Insecta	Lepidoptera	Nymphalidae	GCA_018135715.1	0.8	283620000	901	199.780684019169	8.02563000748852	0.221732168722718	0.008907469486669	0.040172202066935	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	32139812	11.41	662476	0.23	1257728	0.44	1684624	0.59	852	NA	7802840	2.77	1458732	0.51	NA	NA	19058320	6.76	214240	0.07	0.115737949991561	1.28256134513217	0.559601025566835	NA	7.73736326445318	0.000200933940958	0.192293781496395	NA	0.125784647039439	5.46118358128582	328256	3637600	1587140	NA	21944710	570	545384	NA	356750	15489009	835	0.646332317098018	0.646332317098018	0.0393262117223601	48	0.756294303662189	0.756294303662189	0.0506523668791614	48	0.700467444915174	0.700467444915174	0.0372922160526681	0.0729075	2.25207	0.0544787	0.0541785	2.75717	0.0414511
Insecta	Delias_pasithoe	152616	Arthropoda	Insecta	Lepidoptera	Pieridae	GCA_010014985.1	5.1	365516920.279704	851	508.65385778803	23.0940405583379	0.597713111384289	0.02713753297102	0.045402271514791	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	60756776	16.73	2395360	0.65	2237816	0.61	124356	0.03	872	NA	12910892	3.55	9788824	2.69	NA	NA	32722132	9.01	576524	0.15	0.198848639903332	0.604798838985545	0.019308716795625	NA	6.05842132554341	NA	0.101215047719002	NA	0.119278040850393	5.01497204128951	726825	2210642	70577	NA	22144555	NA	369958	NA	435981	18330571	805	1.79098174844194	1.79098174844194	0.0438909901876219	48	1.78456563166414	1.78456563166414	0.0535137927096045	49	1.63442858010016	1.63442858010016	0.042920250846581	0.172656	3.18688	0.0684312	0.100459	5.09822	0.0463717
Insecta	Pieris_rapae	64459	Arthropoda	Insecta	Lepidoptera	Pieridae	GCA_001856805.1	0.3	303413954.684096	897	510.66492761218	20.7353895658335	0.569303152298974	0.023116376327574	0.040604687035764	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	53566520	17.78	2561840	0.85	1600792	0.53	1509772	0.5	NA	NA	8776768	2.91	3838712	1.27	NA	NA	34594252	11.48	684384	0.22	0.365636851717467	1.59163960145583	0.461896349414515	NA	10.3710281297862	NA	0.28971124016185	NA	0.296613568485088	7.36553051855141	1109393	4829257	1401458	NA	31467147	NA	879024	NA	899967	22348047	847	1.73744892247577	1.73744892247577	0.0388953855089367	49	1.66767274001596	1.66767274001596	0.0515874926182038	50	1.64564972430199	1.64564972430199	0.0341044319417435	0.172656	3.20204	0.055026	0.100459	5.91908	0.0313848
Insecta	Epargyreus_clarus_clarus	2201626	Arthropoda	Insecta	Lepidoptera	Hesperiidae	GCA_014595695.2	11.2	521903237.109358	717	631.90809154	30.57691546428	0.881322303403068	0.042645628262594	0.048388232202823	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	132237580	25.51	4678844	0.9	5340696	1.03	3146552	0.6	41204	NA	13789700	2.66	22108212	4.26	152	NA	82088228	15.83	1043992	0.2	0.667381132636128	1.78791285263102	0.543387420810624	NA	14.4408429824475	0.004806804687509	0.480243486506535	NA	1.14543970792107	9.81167157725464	3483084	9331175	2835957	NA	75367227	25087	2506406	NA	5978087	51207432	677	2.50645645534321	2.50645645534321	0.0501364273993943	43	3.16142221142894	3.16142221142894	0.0492830197229898	32	1.52909457720348	1.52909457720348	0.0648880217718753	0.459428	2.43104	0.0513023	0.223589	2.04446	0.0765363
Insecta	Hyposmocoma_kahamanoa	1477025	Arthropoda	Insecta	Lepidoptera	Cosmopterigidae	GCA_003589595.1	0.8	891111831.25993	840	853.174527	38.16923593037	1.01568396071429	0.045439566583774	0.044737899131358	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	798	2.94124696709923	2.94124696709923	0.045170667014056	45	3.34808140158576	3.34808140158576	0.0484409938849673	43	2.31849665375674	2.31849665375674	0.0563539255815414	0.521073	2.30568	0.0500458	0.249765	2.87244	0.0616026
Insecta	Plutella_xylostella	51655	Arthropoda	Insecta	Lepidoptera	Plutellidae	GCA_902505585.1	1.2	405677836.527085	879	944.63203322165	51.9095544028673	1.07466670446149	0.059055238228518	0.054952142820978	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	833	3.0963328282866	3.0963328282866	0.0568596474154025	47	3.98827130175987	3.98827130175987	0.0479044794096688	47	2.23182988994582	2.23182988994582	0.0856800491728515	0.564733	2.23475	0.0532624	0.278444	1.68785	0.137263
Insecta	Eumeta_japonica	151549	Arthropoda	Insecta	Lepidoptera	Psychidae	GCA_005406025.1	3.7	885880330.852016	829	1091.99686	49.91295508324	1.31724591073583	0.060208630980989	0.045707965756642	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	278268512	31.53	30001484	3.39	7890460	0.89	3062784	0.34	80952	NA	21732444	2.46	2584788	0.29	704	NA	211409932	23.95	1504964	0.17	0.86867017765736	0.648156268318463	0.21716754441434	NA	14.3520975938482	0.00484645954591	0.214051963277684	NA	0.053195663111058	12.3460095175234	7695378	5741889	1923845	NA	127142410	42934	1896244	NA	471250	109370870	786	3.89878009422535	3.89878009422535	0.0444324993478188	47	4.27872634360758	4.27872634360758	0.0498283940644164	47	3.10188767953618	3.10188767953618	0.0495478210663101	0.618134	2.72964	0.0472535	0.305316	3.83525	0.046782
Insecta	Hydropsyche_tenuis	577407	Arthropoda	Insecta	Trichoptera	Hydropsychidae	GCA_009617725.1	0.5	283797148.015994	855	1113.13285832387	51.0011648266971	1.30190977581739	0.059650485177424	0.045817679754323	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	42766640	15.17	2202612	0.78	1408	NA	19708	NA	516	NA	309104	0.1	102500	0.03	NA	NA	39688928	14.08	441864	0.15	0.364481370067962	0.076795747186809	0.006764392239253	NA	8.22788839548616	0.000198952712919	0.000397905425838	NA	0.031633481354152	7.74761654649923	1034388	217944	19197	NA	23350513	565	1129	NA	89775	21987515	811	3.79916846269983	3.79916846269983	0.0433814666943383	48	4.51882166761895	4.51882166761895	0.0527616501706286	47	2.95027728871914	2.95027728871914	0.0393117480351053	0.683157	3.37463	0.0362581	0.763805	1.14714	0.0488096
Insecta	Plectrocnemia_conspersa	161770	Arthropoda	Insecta	Trichoptera	Polycentropodidae	GCA_009617715.1	1	485960134.901265	840	1161.70871448276	53.8668929032033	1.38298656486043	0.064127253456194	0.046368674205209	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	116394384	24.12	6020724	1.24	21172	NA	471516	0.09	696	NA	3433548	0.71	304900	0.06	NA	NA	104907032	21.74	1234796	0.25	0.586231963666708	0.389185095496439	0.079005743109788	NA	10.9516452127896	NA	0.003623044432549	NA	0.007713578469299	9.8858857876148	2848854	1891284	383936	NA	53220630	NA	17607	NA	37485	48041464	799	4.06349381264677	4.06349381264677	0.0438484297340516	49	4.76375473372033	4.76375473372033	0.0531863463049466	49	3.2956717118238	3.2956717118238	0.0405200472317388	0.594688	2.79191	0.0543825	0.696676	1.60489	0.0382716
Insecta	Stenopsyche_tienmushanensis	1560151	Arthropoda	Insecta	Trichoptera	Stenopsychidae	GCA_008973525.1	2.4	552285291.078532	829	979.413523057	43.07295760508	1.18143971418215	0.051957729318553	0.043978316197471	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	789	3.42325820685124	3.42325820685124	0.0416595637232811	48	4.22544441105178	4.22544441105178	0.0499391126081624	44	2.73287288137767	2.73287288137767	0.0362574019678502	0.594688	3.10233	0.0394802	0.696676	1.35931	0.0355648
Insecta	Aedes_aegypti	7159	Arthropoda	Insecta	Diptera	Culicidae	GCA_002204515.1	46.6	1222500000	455	347.24591418223	19.6159106468335	0.763177833367539	0.043111891531502	0.056489968191647	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	425	2.24253200489713	2.24253200489713	0.0562062026512152	28	2.77992258387477	2.77992258387477	0.0648185020577842	24	1.76480479336499	1.76480479336499	0.0530726875437473	NA	NA	NA	NA	NA	NA
