Phylum	SubPhylum	Class	Order	Family	Species	Accession_assembly	Assembly_size	Reads_assembly	Cvalue	Chromnum	Method	Celltype	Stdsp	Date	Reference	Notes
Arthropoda	Hexapoda	Insecta	Hymenoptera	Formicidae	Camponotus floridanus	GCA_003227725.1	284009182	LR	224940000	NA	FIA	HE	TM	2010	Ardila-Garcia, A.M., G.J. Umphrey, and T.R. Gregory (2010). An expansion of the genome size dataset for the insect order Hymenoptera, with a first test of parasitism and eusociality as possible constraints. Insect Molecular Biology 19: 337-346.	one measure
Arthropoda	Hexapoda	Insecta	Hymenoptera	Formicidae	Solenopsis invicta	GCA_010367695.1	413978255	LR	459660000	NA	FIA	HE	TM	2010	Ardila-Garcia, A.M., G.J. Umphrey, and T.R. Gregory (2010). An expansion of the genome size dataset for the insect order Hymenoptera, with a first test of parasitism and eusociality as possible constraints. Insect Molecular Biology 19: 337-346.	one measure
Arthropoda	Hexapoda	Insecta	Hymenoptera	Vespidae	Polistes fuscatus	GCA_010416935.1	219116742	LR	303180000	NA	FIA	HE	TM	2010	Ardila-Garcia, A.M., G.J. Umphrey, and T.R. Gregory (2010). An expansion of the genome size dataset for the insect order Hymenoptera, with a first test of parasitism and eusociality as possible constraints. Insect Molecular Biology 19: 337-346.	one measure
Arthropoda	Hexapoda	Insecta	Hymenoptera	Vespidae	Polistes dorsalis	GCA_010416905.1	209288276	SR	469440000	NA	FIA	HE	TM	2010	Ardila-Garcia, A.M., G.J. Umphrey, and T.R. Gregory (2010). An expansion of the genome size dataset for the insect order Hymenoptera, with a first test of parasitism and eusociality as possible constraints. Insect Molecular Biology 19: 337-346.	one measure
Arthropoda	Hexapoda	Insecta	Hymenoptera	Vespidae	Polistes metricus	GCA_010416925.1	219838961	LR	234720000	NA	FIA	HE	TM	2010	Ardila-Garcia, A.M., G.J. Umphrey, and T.R. Gregory (2010). An expansion of the genome size dataset for the insect order Hymenoptera, with a first test of parasitism and eusociality as possible constraints. Insect Molecular Biology 19: 337-346.	one measure
Chordata	Vertebrata	Actinopteri	Istiophoriformes	Xiphiidae	Xiphias gladius	GCA_016859285.1	691780295	LR-SR	645480000	NA	FIA	RBC	BS, GD, OM, RP	2004	Hardie, D.C. and P.D.N. Hebert (2004).  Genome-size evolution in fishes.  Canadian Journal of Fisheries and Aquatic Sciences 61: 1636-1646.  Click here to download data appendix.	one measure
Arthropoda	Hexapoda	Insecta	Lepidoptera	Erebidae	Hyphantria cunea	GCA_003709505.1	510511702	SR	645480000	NA	FIA	S	DM	2003	Gregory, T.R. and P.D.N. Hebert (2003).  Genome size variation in lepidopteran insects.  Canadian Journal of Zoology 81: 1399-1405.	one measure
Arthropoda	Hexapoda	Insecta	Lepidoptera	Nymphalidae	Bicyclus anynana	GCA_900239965.1	475399557		479220000	NA	FIA	HE, S	DM, TM	2003	Gregory, T.R. and P.D.N. Hebert (2003).  Genome size variation in lepidopteran insects.  Canadian Journal of Zoology 81: 1399-1405.	one measure
Arthropoda	Hexapoda	Insecta	Lepidoptera	Nymphalidae	Danaus plexippus	GCA_018135715.1	245173502	LR-SR	283620000	NA	FIA	HE	GD	2003	Gregory, T.R. and P.D.N. Hebert (2003).  Genome size variation in lepidopteran insects.  Canadian Journal of Zoology 81: 1399-1405.	one measure
Mollusca		Bivalvia	Mytiloida	Mytilidae	Mytilus coruscus	GCA_017311375.1	1566529938	LR	1858200000	NA	FIA	TS	CA	1994	Ieyama, H., O. Kameoka, T. Tan, and J. Yamasaki (1994). Chromosomes and nuclear DNA contents of some species of Mytilidae. Venus 53: 327-331.	one measure
Mollusca		Bivalvia	Mytiloida	Mytilidae	Mytilus galloprovincialis	GCA_900618805.1	1282208009		1378980000	NA	FIA	TS	CA	1994	Ieyama, H., O. Kameoka, T. Tan, and J. Yamasaki (1994). Chromosomes and nuclear DNA contents of some species of Mytilidae. Venus 53: 327-331.	one measure
Chordata	Vertebrata	Actinopteri	NA	Centropomidae	Lates calcarifer	GCA_001640805.1	668481366	LR	684600000	NA	FIA	RBC	BS, GD, OM, RP	2004	Hardie, D.C. and P.D.N. Hebert (2004).  Genome-size evolution in fishes.  Canadian Journal of Fisheries and Aquatic Sciences 61: 1636-1646.  Click here to download data appendix.	one measure
Chordata	Vertebrata	Actinopteri	NA	Pomacentridae	Amphiprion percula	GCA_003047355.2	908955932	LR	938880000	NA	FIA	RBC	BS, GD, OM, RP	2004	Hardie, D.C. and P.D.N. Hebert (2004).  Genome-size evolution in fishes.  Canadian Journal of Fisheries and Aquatic Sciences 61: 1636-1646.  Click here to download data appendix.	one measure
Chordata	Vertebrata	Actinopteri	Osteoglossiformes	Osteoglossidae	Arapaima gigas	GCA_900497675.1	661278939		792180000	NA	FIA	RBC	BS, GD, OM, RP	2004	Hardie, D.C. and P.D.N. Hebert (2004).  Genome-size evolution in fishes.  Canadian Journal of Fisheries and Aquatic Sciences 61: 1636-1646.  Click here to download data appendix.	one measure
Mollusca		Bivalvia	Ostreida	Ostreidae	Crassostrea gigas	GCA_902806645.1	647887097		889980000	NA	FIA	NS	DT	2000	Gonzalez-Tizon, A.M., A. Martinez-Lage, I. Rego, J. Ausio, and J. Mendez (2000). DNA content, karyotypes, and chromosomal location of 18S-5.8S-28S ribosomal loci in some species of bivalve molluscs from the Pacific Canadian coast. Genome 43: 1065-107	one measure
Chordata	Vertebrata	Aves	Passeriformes	Bombycillidae	Phainopepla nitens	GCA_013400175.1	1027439719	SR	1789740000	NA	FIA	RBC	GD	2014	Wright, N.A., T.R. Gregory, and C.C. Witt (2014). Metabolic engines of flight drive genome size reduction in birds. Proceedings of the Royal Society of London B 281: in press.	one measure
Chordata	Vertebrata	Aves	Passeriformes	Certhiidae	Certhia americana	GCA_018697195.1	1113356413	LR-SR	1173600000	NA	FIA	RBC	GD	2009	Andrews, C.B., S.A. Mackenzie, and T.R. Gregory (2009). Genome size and wing parameters in passerine birds. Proceedings of the Royal Society of London B 276: 55-61.	one measure
Chordata	Vertebrata	Aves	Passeriformes	Cisticolidae	Cisticola juncidis	GCA_013400215.1	1016620075	SR	1134480000	NA	FIA	RBC	GD	2014	Wright, N.A., T.R. Gregory, and C.C. Witt (2014). Metabolic engines of flight drive genome size reduction in birds. Proceedings of the Royal Society of London B 281: in press.	one measure
Chordata	Vertebrata	Aves	Passeriformes	Estrildidae	Vidua chalybeata	GCA_013398495.1	1073584019	LR-SR	1134480000	NA	FIA	RBC	GD	2014	Wright, N.A., T.R. Gregory, and C.C. Witt (2014). Metabolic engines of flight drive genome size reduction in birds. Proceedings of the Royal Society of London B 281: in press.	one measure
Chordata	Vertebrata	Aves	Passeriformes	Fringillidae	Cardinalis cardinalis	GCA_014549065.1	1044724463	SR	1339860000	NA	FIA	RBC	GD	2009	Andrews, C.B., S.A. Mackenzie, and T.R. Gregory (2009). Genome size and wing parameters in passerine birds. Proceedings of the Royal Society of London B 276: 55-61.	one measure
Chordata	Vertebrata	Aves	Passeriformes	Furnariidae	Sclerurus mexicanus	GCA_013396755.1	1046918217	SR	1242060000	NA	FIA	RBC	GD	2014	Wright, N.A., T.R. Gregory, and C.C. Witt (2014). Metabolic engines of flight drive genome size reduction in birds. Proceedings of the Royal Society of London B 281: in press.	one measure
Chordata	Vertebrata	Aves	Passeriformes	Hirundinidae	Hirundo rustica	GCA_015227805.2	1105955550	LR-SR	1281180000	NA	FIA	RBC	GD	2009	Andrews, C.B., S.A. Mackenzie, and T.R. Gregory (2009). Genome size and wing parameters in passerine birds. Proceedings of the Royal Society of London B 276: 55-61.	one measure
Chordata	Vertebrata	Aves	Passeriformes	Icteridae	Agelaius phoeniceus	GCA_013398535.1	1086309140	SR	1271400000	NA	FIA	RBC	GD	2009	Andrews, C.B., S.A. Mackenzie, and T.R. Gregory (2009). Genome size and wing parameters in passerine birds. Proceedings of the Royal Society of London B 276: 55-61.	one measure
Chordata	Vertebrata	Aves	Passeriformes	Icteridae	Molothrus ater	GCA_012460135.1	1087312585	LR	1378980000	NA	FIA	RBC	GD	2009	Andrews, C.B., S.A. Mackenzie, and T.R. Gregory (2009). Genome size and wing parameters in passerine birds. Proceedings of the Royal Society of London B 276: 55-61.	one measure
Chordata	Vertebrata	Aves	Passeriformes	Laniidae	Lanius collurio	GCA_020086605.1	1205288378	SR	1183380000	NA	FIA	RBC	GD	2014	Wright, N.A., T.R. Gregory, and C.C. Witt (2014). Metabolic engines of flight drive genome size reduction in birds. Proceedings of the Royal Society of London B 281: in press.	one measure
Chordata	Vertebrata	Aves	Passeriformes	Parulidae	Geothlypis trichas	GCA_009764595.1	1078128490	LR-SR	1408320000	NA	FIA	RBC	GD	2009	Andrews, C.B., S.A. Mackenzie, and T.R. Gregory (2009). Genome size and wing parameters in passerine birds. Proceedings of the Royal Society of London B 276: 55-61.	one measure
Chordata	Vertebrata	Aves	Passeriformes	Passerellidae	Junco hyemalis	GCA_003829775.1	958315288	SR	1271400000	NA	FIA	RBC	GD	2009	Andrews, C.B., S.A. Mackenzie, and T.R. Gregory (2009). Genome size and wing parameters in passerine birds. Proceedings of the Royal Society of London B 276: 55-61.	one measure
Chordata	Vertebrata	Aves	Passeriformes	Passerellidae	Melospiza melodia	GCA_013398205.1	1061250996	LR-SR	1398540000	NA	FIA	RBC	GD	2009	Andrews, C.B., S.A. Mackenzie, and T.R. Gregory (2009). Genome size and wing parameters in passerine birds. Proceedings of the Royal Society of London B 276: 55-61.	one measure
Chordata	Vertebrata	Aves	Passeriformes	Passerellidae	Zonotrichia albicollis	GCA_000385455.1	1052600561	SR	1300740000	NA	FIA	RBC	GD	2009	Andrews, C.B., S.A. Mackenzie, and T.R. Gregory (2009). Genome size and wing parameters in passerine birds. Proceedings of the Royal Society of London B 276: 55-61.	one measure
Chordata	Vertebrata	Aves	Passeriformes	Pipridae	Lepidothrix coronata	GCA_001604755.1	1079577334	SR	1163820000	NA	FIA	RBC	GD	2014	Wright, N.A., T.R. Gregory, and C.C. Witt (2014). Metabolic engines of flight drive genome size reduction in birds. Proceedings of the Royal Society of London B 281: in press.	one measure
Chordata	Vertebrata	Aves	Passeriformes	Pipridae	Piprites chloris	GCA_013399295.1	1054003917	SR	1193160000	NA	FIA	RBC	GD	2014	Wright, N.A., T.R. Gregory, and C.C. Witt (2014). Metabolic engines of flight drive genome size reduction in birds. Proceedings of the Royal Society of London B 281: in press.	one measure
Chordata	Vertebrata	Aves	Passeriformes	Sturnidae	Sturnus vulgaris	GCA_001447265.1	1036755994	SR	1290960000	NA	FIA	RBC	GD	2009	Andrews, C.B., S.A. Mackenzie, and T.R. Gregory (2009). Genome size and wing parameters in passerine birds. Proceedings of the Royal Society of London B 276: 55-61.	one measure
Chordata	Vertebrata	Aves	Passeriformes	Sylviidae	Hippolais icterina	GCA_013400075.1	1048398027	SR	1261620000	NA	FIA	RBC	GD	2014	Wright, N.A., T.R. Gregory, and C.C. Witt (2014). Metabolic engines of flight drive genome size reduction in birds. Proceedings of the Royal Society of London B 281: in press.	one measure
Chordata	Vertebrata	Aves	Passeriformes	Turdidae	Catharus fuscescens	GCA_013398975.1	1041802491	SR	1310520000	NA	FIA	RBC	GD	2009	Andrews, C.B., S.A. Mackenzie, and T.R. Gregory (2009). Genome size and wing parameters in passerine birds. Proceedings of the Royal Society of London B 276: 55-61.	one measure
Chordata	Vertebrata	Aves	Passeriformes	Turdidae	Catharus ustulatus	GCA_009819885.2	1131616530	LR-SR	1457220000	NA	FIA	RBC	GD	2014	Wright, N.A., T.R. Gregory, and C.C. Witt (2014). Metabolic engines of flight drive genome size reduction in birds. Proceedings of the Royal Society of London B 281: in press.	most recent
Chordata	Vertebrata	Aves	Passeriformes	Turdidae	Sialia sialis	GCA_009812075.1	958522825	SR	1251840000	NA	FIA	RBC	GD	2009	Andrews, C.B., S.A. Mackenzie, and T.R. Gregory (2009). Genome size and wing parameters in passerine birds. Proceedings of the Royal Society of London B 276: 55-61.	one measure
Chordata	Vertebrata	Aves	Passeriformes	Tyrannidae	Mionectes macconnelli	GCA_013397495.1	1042002978	SR	1183380000	NA	FIA	RBC	GD	2014	Wright, N.A., T.R. Gregory, and C.C. Witt (2014). Metabolic engines of flight drive genome size reduction in birds. Proceedings of the Royal Society of London B 281: in press.	one measure
Chordata	Vertebrata	Aves	Passeriformes	Tyrannidae	Onychorhynchus coronatus	GCA_013397825.1	1072513727	SR	1114920000	NA	FIA	RBC	GD	2014	Wright, N.A., T.R. Gregory, and C.C. Witt (2014). Metabolic engines of flight drive genome size reduction in birds. Proceedings of the Royal Society of London B 281: in press.	one measure
Mollusca		Bivalvia	Pectinida	Pectinidae	Mizuhopecten yessoensis	GCA_002113885.2	987588634	SR	1652820000	NA	FIA	NE	CG	2007	Anisimova, A.A. (2007). Genome sizes of some Bivalvia species of the Peter the Great Bay of the Sea of Japan. Comparative Cytogenetics 1: 63-69.	one measure
Chordata	Vertebrata	Actinopteri	Perciformes	Nototheniidae	Dissostichus mawsoni	GCA_011823955.1	926363279	LR	997560000	NA	FIA	RBC	BS, GD, OM, RP	2003	Hardie, D.C. and P.D.N. Hebert (2003). The nucleotypic effects of cellular DNA content in cartilaginous and ray-finned fishes. Genome 46: 683-706.	one measure
Chordata	Vertebrata	Actinopteri	Perciformes	Nototheniidae	Trematomus bernacchii	GCA_902827165.1	867125071		1163820000	NA	FIA	RBC	BS, GD, OM, RP	2003	Hardie, D.C. and P.D.N. Hebert (2003). The nucleotypic effects of cellular DNA content in cartilaginous and ray-finned fishes. Genome 46: 683-706.	one measure
Chordata	Vertebrata	Actinopteri	Perciformes	Percidae	Perca flavescens	GCA_004354835.1	877456336	LR-SR	899760000	NA	FIA	RBC	BS, GD, OM, RP	2004	Hardie, D.C. and P.D.N. Hebert (2004).  Genome-size evolution in fishes.  Canadian Journal of Fisheries and Aquatic Sciences 61: 1636-1646.  Click here to download data appendix.	one measure
Chordata	Vertebrata	Actinopteri	Perciformes	Percidae	Percina caprodes	GCA_013375575.1	1011959657	LR	1036680000	NA	FIA	RBC	BS, GD, OM, RP	2004	Hardie, D.C. and P.D.N. Hebert (2004).  Genome-size evolution in fishes.  Canadian Journal of Fisheries and Aquatic Sciences 61: 1636-1646.  Click here to download data appendix.	one measure
Chordata	Vertebrata	Actinopteri	Perciformes	Serranidae	Plectropomus leopardus	GCA_008729295.2	895705288	LR	1017120000	NA	FIA	RBC	BS, GD, OM, RP	2003	Hardie, D.C. and P.D.N. Hebert (2003). The nucleotypic effects of cellular DNA content in cartilaginous and ray-finned fishes. Genome 46: 683-706.	one measure
Chordata	Vertebrata	Aves	Piciformes	Lybiidae	Tricholaema leucomelas	GCA_013400475.1	1236242119	SR	1545240000	NA	FIA	RBC	GD	2014	Wright, N.A., T.R. Gregory, and C.C. Witt (2014). Metabolic engines of flight drive genome size reduction in birds. Proceedings of the Royal Society of London B 281: in press.	one measure
Chordata	Vertebrata	Actinopteri	Pleuronectiformes	Pleuronectidae	Hippoglossus hippoglossus	GCA_009819705.1	596792615	LR-SR	713940000	NA	FIA	RBC	BS, GD, OM, RP	2003	Hardie, D.C. and P.D.N. Hebert (2003). The nucleotypic effects of cellular DNA content in cartilaginous and ray-finned fishes. Genome 46: 683-706.	one measure
Chordata	Vertebrata	Actinopteri	Pleuronectiformes	Pleuronectidae	Hippoglossus stenolepis	GCA_013339905.1	594145200	LR-SR	821520000	NA	FIA	RBC	BS, GD, OM, RP	2004	Hardie, D.C. and P.D.N. Hebert (2004).  Genome-size evolution in fishes.  Canadian Journal of Fisheries and Aquatic Sciences 61: 1636-1646.  Click here to download data appendix.	one measure
Chordata	Vertebrata	Actinopteri	Pleuronectiformes	Psettodidae	Psettodes erumei	GCA_016785225.1	466551601	LR	694380000	NA	FIA	RBC	BS, GD, OM, RP	2003	Hardie, D.C. and P.D.N. Hebert (2003). The nucleotypic effects of cellular DNA content in cartilaginous and ray-finned fishes. Genome 46: 683-706.	one measure
Chordata	Vertebrata	Actinopteri	Pleuronectiformes	Scophthalmidae	Scophthalmus maximus	GCA_013347765.1	556696898	LR	841080000	NA	FIA	RBC	BS, GD, OM, RP	2003	Hardie, D.C. and P.D.N. Hebert (2003). The nucleotypic effects of cellular DNA content in cartilaginous and ray-finned fishes. Genome 46: 683-706.	one measure
Chordata	Vertebrata	Mammalia	Primates	Atelidae	Ateles geoffroyi	GCA_004024785.1	2897033911	SR	3119820000	NA	FIA	LK	GD	2016	Fantini, L., N.W. Jeffery, P. Pierossi, T.R. Gregory, and M. Nieves (2016). Qualitative and quantitative analysis of the genomes and chromosomes of spider monkeys (Primates: Atelidae). Biological Journal of the Linnean Society 118: 752-762.	one measure
Chordata	Vertebrata	Aves	Psittaciformes	Psittacidae	Amazona collaria	GCA_003947215.1	1258720284	SR	1496340000	NA	FIA	RBC	GD	2009	Andrews, C.B. and T.R. Gregory (2009). Genome size is inversely correlated with relative brain size in parrots and cockatoos. Genome 52: 261-267.	one measure
Chordata	Vertebrata	Aves	Psittaciformes	Psittacidae	Anodorhynchus hyacinthinus	GCA_009936445.1	1119461287	SR	1271400000	NA	FIA	RBC	GD	2009	Andrews, C.B. and T.R. Gregory (2009). Genome size is inversely correlated with relative brain size in parrots and cockatoos. Genome 52: 261-267.	one measure
Chordata	Vertebrata	Aves	Psittaciformes	Psittacidae	Ara chloropterus	GCA_010014725.1	1117846189	SR	1339860000	NA	FIA	RBC	GD	2009	Andrews, C.B. and T.R. Gregory (2009). Genome size is inversely correlated with relative brain size in parrots and cockatoos. Genome 52: 261-267.	one measure
Chordata	Vertebrata	Aves	Psittaciformes	Psittacidae	Aratinga solstitialis	GCA_902168055.1	1169445099		1339860000	NA	FIA	RBC	GD	2009	Andrews, C.B. and T.R. Gregory (2009). Genome size is inversely correlated with relative brain size in parrots and cockatoos. Genome 52: 261-267.	one measure
Chordata	Vertebrata	Aves	Psittaciformes	Psittacidae	Eclectus roratus	GCA_011763535.1	1101365900	SR	1398540000	NA	FIA	RBC	GD	2009	Andrews, C.B. and T.R. Gregory (2009). Genome size is inversely correlated with relative brain size in parrots and cockatoos. Genome 52: 261-267.	one measure
Chordata	Vertebrata	Aves	Psittaciformes	Psittacidae	Pionus senilis	GCA_011762725.1	1067577099	SR	1261620000	NA	FIA	RBC	GD	2009	Andrews, C.B. and T.R. Gregory (2009). Genome size is inversely correlated with relative brain size in parrots and cockatoos. Genome 52: 261-267.	one measure
Chordata	Vertebrata	Aves	Psittaciformes	Psittacidae	Psittacus erithacus	GCA_009867235.1	1118034822	SR	1261620000	NA	FIA	RBC	GD	2009	Andrews, C.B. and T.R. Gregory (2009). Genome size is inversely correlated with relative brain size in parrots and cockatoos. Genome 52: 261-267.	one measure
Chordata	Vertebrata	Aves	Psittaciformes	Psittacidae	Pyrrhura lepida	GCA_015163975.1	1144813270	SR	1261620000	NA	FIA	RBC	GD	2009	Andrews, C.B. and T.R. Gregory (2009). Genome size is inversely correlated with relative brain size in parrots and cockatoos. Genome 52: 261-267.	one measure
Chordata	Vertebrata	Aves	Psittaciformes	Psittacidae	Pyrrhura molinae	GCA_011763355.1	1122251672	SR	1330080000	NA	FIA	RBC	GD	2009	Andrews, C.B. and T.R. Gregory (2009). Genome size is inversely correlated with relative brain size in parrots and cockatoos. Genome 52: 261-267.	one measure
Chordata	Vertebrata	Aves	Psittaciformes	Psittacidae	Strigops habroptila	GCA_004027225.2	1148597545	LR-SR	1281180000	NA	FIA	RBC	GD	2009	Andrews, C.B. and T.R. Gregory (2009). Genome size is inversely correlated with relative brain size in parrots and cockatoos. Genome 52: 261-267.	one measure
Chordata	Vertebrata	Aves	Psittaciformes	Psittaculidae	Melopsittacus undulatus	GCA_012275295.1	1171617451	LR-SR	1193160000	NA	FIA	RBC	GD	2009	Andrews, C.B. and T.R. Gregory (2009). Genome size is inversely correlated with relative brain size in parrots and cockatoos. Genome 52: 261-267.	one measure
Annelida		Clitellata	Rhynchobdellida	Glossiphoniidae	Helobdella robusta	GCA_000326865.1	235376169	Sanger	303180000	NA	FIA	BL, S	GD	NA	T.R. Gregory. Unpublished Data	one measure
Chordata	Vertebrata	Mammalia	Rodentia	Muridae	Mus musculus	GCA_000001635.9	2728222451		3207840000	NA	FIA	LV	MM	NA	T.R. Gregory. Unpublished Data	one measure
Chordata	Vertebrata	NA	Rodentia	Sciuridae	Sciurus carolinensis	GCA_902686445.2	2815413801		4361880000	NA	FIA	LV	MM	NA	T.R. Gregory. Unpublished Data	one measure
Chordata	Vertebrata	Actinopteri	Salmoniformes	Salmonidae	Coregonus clupeaformis	GCA_018398675.1	2682612311	LR	2386320000	NA	FIA	RBC	BS, GD, OM, RP	2003	Hardie, D.C. and P.D.N. Hebert (2003). The nucleotypic effects of cellular DNA content in cartilaginous and ray-finned fishes. Genome 46: 683-706.	one measure
Chordata	Vertebrata	Actinopteri	Salmoniformes	Salmonidae	Oncorhynchus keta	GCA_012931545.1	1853104330	LR-SR	2435220000	NA	FIA	RBC	BS, GD, OM, RP	2003	Hardie, D.C. and P.D.N. Hebert (2003). The nucleotypic effects of cellular DNA content in cartilaginous and ray-finned fishes. Genome 46: 683-706.	one measure
Chordata	Vertebrata	Actinopteri	Salmoniformes	Salmonidae	Oncorhynchus mykiss	GCA_013265735.3	2341688614	LR	2347200000	NA	FIA	RBC	BS, GD, RP	2003	Hardie, D.C. and P.D.N. Hebert (2003). The nucleotypic effects of cellular DNA content in cartilaginous and ray-finned fishes. Genome 46: 683-706.	most recent
Chordata	Vertebrata	Actinopteri	Salmoniformes	Salmonidae	Oncorhynchus tshawytscha	GCA_018296145.1	2294859190	LR	2396100000	NA	FIA	RBC	BS, GD, OM, RP	2003	Hardie, D.C. and P.D.N. Hebert (2003). The nucleotypic effects of cellular DNA content in cartilaginous and ray-finned fishes. Genome 46: 683-706.	one measure
Chordata	Vertebrata	Actinopteri	Salmoniformes	Salmonidae	Salvelinus namaycush	GCA_016432855.1	2345513378	LR-SR	2973120000	NA	FIA	RBC	BS, GD, OM, RP	2003	Hardie, D.C. and P.D.N. Hebert (2003). The nucleotypic effects of cellular DNA content in cartilaginous and ray-finned fishes. Genome 46: 683-706.	one measure
Chordata	Vertebrata	Actinopteri	Scombriformes	Scombridae	Thunnus albacares	GCA_914725855.1	792101331		880200000	NA	FIA	RBC	BS, GD, OM, RP	2004	Hardie, D.C. and P.D.N. Hebert (2004).  Genome-size evolution in fishes.  Canadian Journal of Fisheries and Aquatic Sciences 61: 1636-1646.  Click here to download data appendix.	one measure
Chordata	Vertebrata	Actinopteri	Semionotiformes	Lepisosteidae	Lepisosteus oculatus	GCA_000242695.1	945878036	SR	1359420000	NA	FIA	RBC	BS, GD, OM, RP	2004	Hardie, D.C. and P.D.N. Hebert (2004).  Genome-size evolution in fishes.  Canadian Journal of Fisheries and Aquatic Sciences 61: 1636-1646.  Click here to download data appendix.	one measure
Arthropoda	Crustacea	Hexanauplia	Siphonostomatoida	Caligidae	Lepeophtheirus salmonis	GCA_016086655.2	650300227	LR-SR	567240000	NA	FIA	SQ	GD	NA	T.R. Gregory. Unpublished Data	one measure
Porifera		Demospongiae	Spongillida	Spongillidae	Ephydatia muelleri	GCA_013339895.1	322619961	LR-SR	332520000	NA	FIA	WB	GD	2013	Jeffery, N.W., C.B. Jardine, and T.R. Gregory (2013). A first exploration of genome size diversity in sponges. Genome 56: 451-456.	most recent
Chordata	Vertebrata	Actinopteri	Syngnathiformes	Syngnathidae	Hippocampus abdominalis	GCA_018466805.1	444667964	LR	567240000	NA	FIA	RBC	BS, GD, OM, RP	2003	Hardie, D.C. and P.D.N. Hebert (2003). The nucleotypic effects of cellular DNA content in cartilaginous and ray-finned fishes. Genome 46: 683-706.	one measure
Chordata	Vertebrata	Aves	Tinamiformes	Tinamidae	Eudromia elegans	GCA_003342815.1	955514612	SR	1212720000	NA	FIA	RBC	GD	2014	Wright, N.A., T.R. Gregory, and C.C. Witt (2014). Metabolic engines of flight drive genome size reduction in birds. Proceedings of the Royal Society of London B 281: in press.	one measure
Arthropoda	Chelicerata	Arachnida	Trombidiformes	Tetranychidae	Tetranychus urticae	GCA_000239435.1	90828597		78240000	NA	FIA	SC	GD	2011	Van de Peer, Y., M. Grbic,  T. Van Leeuwen, R. Clark, S. Rombauts, P. Rouze, et al. (2011). The genome of Tetranychus urticae reveals herbivorous pest adaptations. Nature 479: 487-492	one measure
Chordata	Vertebrata	Aves	Upupiformes	Rhinopomastidae	Rhinopomastus cyanomelas	GCA_013400115.1	994785294	SR	1105140000	NA	FIA	RBC	GD	2014	Wright, N.A., T.R. Gregory, and C.C. Witt (2014). Metabolic engines of flight drive genome size reduction in birds. Proceedings of the Royal Society of London B 281: in press.	one measure
Chordata	Vertebrata	Aves	Accipitriformes	Cathartidae	Gymnogyps californianus	GCA_018139145.1	1240179868	LR	1476780000	NA	FD	RBC	GD, OM	1985	Rasch, E.M. (1985). DNA standards and the range of accurate DNA estimates by Feulgen absorption microspectrophotometry. In: Advances in Microscopy, edited by R.R. Cowden and S.H. Harrison. Alan R. Liss, New York, pp.137-166.	one measure
Chordata	Cephalochordata	Leptocardii	Amphioxiformes	Branchiostomidae	Branchiostoma lanceolatum	GCA_900088365.1	495286038		577020000	24	FD	PH	HS	1967	Atkin, N.B. and S. Ohno (1967). DNA values of four primitive chordates. Chromosoma 23: 10-13.	one measure
Chordata	Vertebrata	Actinopteri	Anabantiformes	Channidae	Channa argus	GCA_018997905.1	623704440	LR-SR	753060000	48	FD	RBC	GD	1991	Cui, J., X. Ren, and Q. Yu (1991). Nuclear DNA content variation in fishes. Cytologia 56: 425-429.	most recent
Chordata	Vertebrata	Aves	Anseriformes	Anatidae	Anas platyrhynchos	GCA_015476345.1	1188533289	LR	1242060000	NA	FD	NS	GD	1981	Wagenmann, M., J.T. Epplen, K. Bachmann, W. Engel, and J. Schmidke (1981). DNA sequence organisation in relation to genome size in birds. Experientia37: 1274-1276.	one measure
Chordata	Vertebrata	Aves	Anseriformes	Anatidae	Cairina moschata	GCA_018104995.1	1118556028	SR	1310520000	78	FD	NS	GD	1981	Wagenmann, M., J.T. Epplen, K. Bachmann, W. Engel, and J. Schmidke (1981). DNA sequence organisation in relation to genome size in birds. Experientia37: 1274-1276.	most recent
Chordata	Vertebrata	Amphibia	Anura	Bufonidae	Bufo bufo	GCA_905171765.1	5044744194		6063600000	NA	FD	RBC	XL	1980	Mazin, A.L. (1980). Amounts of nuclear DNA in anurans of the USSR. Experientia 36: 190-191.	most recent
Chordata	Vertebrata	Amphibia	Anura	Bufonidae	Bufo gargarizans	GCA_014858855.1	4545465442	LR	5476800000	22	FD	RBC	XL	1980	Mazin, A.L. (1980). Amounts of nuclear DNA in anurans of the USSR. Experientia 36: 190-191.	one measure
Chordata	Vertebrata	Amphibia	Anura	Pipidae	Xenopus laevis	GCA_017654675.1	2742469346	LR	2934000000	NA	FD	RBC	XL	1983	Horner, H.A. and H.C. Macgregor (1983). C value and cell volume: their significance in the evolution and development of amphibians. Journal of Cell Science 63: 135-146.	most recent
Chordata	Vertebrata	Amphibia	Anura	Ranidae	Rana temporaria	GCA_905171775.1	4111422596		4792200000	NA	FD	RBC	XL	1980	Mazin, A.L. (1980). Amounts of nuclear DNA in anurans of the USSR. Experientia 36: 190-191.	most recent
Chordata	Vertebrata	Mammalia	Artiodactyla	Bovidae	Capra hircus	GCA_001704415.1	2922813246	LR	3168720000	60	FD	LK	BO	1976	Sumner, A.T. and R.A. Buckland (1976). Relative DNA contents of somatic nuclei of ox, sheep and goat. Chromosoma 57: 171-175.	one measure
